path.a	path.b	path.a.length	path.b.length	intersection	jaccard	euclidean
HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1	HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	501926	407779	407491	0.811389	307.771
HG02886#1#JAHAOU010000178.1_62411_469262_0	HG02886#2#JAHAOT010000031.1_87393_401061_0	406851	313668	310793	0.758539	314.536
HG03579#2#JAGYVT010000094.1_51581892_51895531_0	HG02071.hifiasm_filt_pat.fa:h1tg000008l_103588591_104090646_0	313639	502055	311643	0.618277	438.643
HG02071.hifiasm_filt_mat.fa:h2tg000009l_103610644_104018525_0	NA18906#2#JAHEON010000009.1_93748295_94249275_0	407881	500980	404712	0.802763	315.336
HG02809.hifiasm_filt_pat.fa:h1tg000007l_103415673_103822536_0	HG02559#1#JAGYVK010000012.1_51505852_51913611_0	406863	407759	404761	0.987557	71.4143
HG02486#2#JAGYVL010000029.1_94163344_94570162_0	HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1	406818	501926	404846	0.803428	314.725
HG00621#1#JAHBCD010000034.1_2122997_2624098_1	HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	501101	406850	404722	0.80425	313.858
NA18906#1#JAHEOO010000054.1_2103477_2510435_1	HG03486#2#JAHEOP010000248.1_2105565_2584784_1	406958	479219	406170	0.846175	271.73
HG01175#2#JAHALZ010000031.1_43072077_43478977_1	HG02809.hifiasm_filt_pat.fa:h1tg000007l_103415673_103822536_0	406900	406863	404622	0.988955	67.2235
HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	HG03516#1#JAGYYT010000012.1_24170958_24578778_1	407857	407820	407480	0.998243	26.7769
HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	HG00621#2#JAHBCC010000031.1_16669999_17077865_0	406900	407866	404747	0.987142	72.6085
HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	501072	603771	486423	0.786558	363.314
HG01106#2#JAHAMB010000008.1_19904771_20405763_1	HG03579#2#JAGYVT010000094.1_51581892_51895531_0	500992	313639	310706	0.616572	439.567
HG02559#1#JAGYVK010000012.1_51505852_51913611_0	HG01928#1#JAGYVQ010000195.1_211_358290_0	407759	358079	193629	0.338389	615.289
HG02109#2#JAHEPF010000078.1_16678387_16991144_0	HG00438#2#JAHBCA010000012.1_51513023_51826723_0	312757	313700	310728	0.98416	70.7177
HG005#2#JAHEPN010000023.1_51542210_51950070_0	HG03927.verkko_filt_mat.fa:haplotype1-0000009_134765170_135173010_1	407860	407840	407423	0.997908	29.2233
HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	603771	407748	398641	0.650441	462.857
chr1_hg38_103456064_103863972_0	HG03492#2#JAHEPH010000288.1_2098270_2432686_1	407908	334416	332364	0.810723	278.561
HG00438#1#JAHBCB010000015.1_33474867_33954171_0	HG03516#2#JAGYYS010000004.1_24452130_24859892_1	479304	407762	406626	0.846362	271.687
HG02818#1#JAHEOS010000101.1_89626_496613_0	HG04228.verkko_filt_pat.fa:haplotype2-0000600_103806749_104119491_0	406987	312742	312487	0.767325	307.823
HG03927.verkko_filt_mat.fa:haplotype1-0000009_134765170_135173010_1	HG02080#2#JAHEOV010000017.1_16662177_17164189_0	407840	502012	407471	0.81108	308.075
HG002#2#JAHKSD010000021.1_102757493_103165350_0	HG03486#1#JAHEOQ010000123.1_16677696_17085575_0	407857	407879	407777	0.999554	13.4907
HG02109#1#JAHEPG010000026.1_16673035_17080816_0	HG00735#2#JAHBCG010000068.1_4729205_5042887_0	407781	313682	311653	0.760482	313.3
HG00735#1#JAHBCH010000004.1_101548252_101956125_0	HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1	407873	378589	371419	0.894893	208.864
HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	HG01106#2#JAHAMB010000008.1_19904771_20405763_1	690294	500992	500830	0.725361	435.461
HG02293.verkko_filt_mat.fa:haplotype1-0000039_30204405_30517145_1	HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	312740	313660	312514	0.995629	37.0405
HG00621#2#JAHBCC010000031.1_16669999_17077865_0	HG02293.verkko_filt_mat.fa:haplotype1-0000039_30204405_30517145_1	407866	312740	312548	0.76594	309.047
HG005#1#JAHEPO010000002.1_51519219_51926067_0	HG03453#2#JAGYVV010000088.1_22597550_23005370_1	406848	407820	404727	0.987281	72.208
HG01358#2#JAGYZA010000086.1_556_316498_0	HG02080#1#JAHEOW010000048.1_16689583_17097287_0	315942	407704	260880	0.563741	449.317
HG02486#1#JAGYVM010000007.1_28868414_29370339_1	HG01978#2#JAGYVR010000007.1_51532241_51939176_0	501925	406935	404776	0.802993	315.132
HG03098#1#JAHEPM010000059.1_16676208_17105596_0	HG03927.hifiasm_filt_mat.fa:h2tg000005l_102886351_103294201_0	429388	407850	377640	0.821675	286.283
HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	NA19240#1#JAHEOM010000047.1_30103390_30511199_1	406861	407809	404770	0.987485	71.624
HG01106#1#JAHAMC010000004.1_31121050_31623013_0	HG02300.hifiasm_filt_pat.fa:h1tg000019l_103804174_104211156_0	501963	406982	406878	0.810406	308.527
HG01071#1#JAHBCF010000053.1_26607100_27108065_1	HG02886#1#JAHAOU010000178.1_62411_469262_0	500965	406851	406533	0.810985	307.815
HG04228.verkko_filt_pat.fa:haplotype2-0000600_103806749_104119491_0	HG02622#1#JAHAOO010000002.1_16673678_17080663_0	312742	406985	312501	0.76739	307.774
HG02148#1#JAHAMG010000059.1_19799474_20206456_1	HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	406982	365599	271322	0.541281	479.517
HG02886#2#JAHAOT010000031.1_87393_401061_0	HG00438#1#JAHBCB010000015.1_33474867_33954171_0	313668	479304	312620	0.650814	409.551
HG03492#1#JAHEPI010000180.1_2103395_2543326_1	HG01891#1#JAGYVO010000014.1_22855818_23168577_1	439931	312759	312586	0.710255	357.097
HG02300.hifiasm_filt_pat.fa:h1tg000019l_103804174_104211156_0	HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	406982	501956	406773	0.810039	308.856
HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	428435	313681	310723	0.720278	347.376
HG02572#1#JAHAOW010000072.1_9428131_9835964_0	HG01109#1#JAHEPA010000099.1_2104245_2511104_1	407833	406859	404771	0.987437	71.7635
HG00741#1#JAHALY010000007.1_18781197_19307680_1	HG03540#1#JAGYVY010000208.1_95187_596142_0	526483	500955	466301	0.830993	307.955
HG00673#2#JAHBBY010000109.1_16675383_17177395_0	HG01106#1#JAHAMC010000004.1_31121050_31623013_0	502012	501963	501807	0.999281	19
HG02257#2#JAGYVH010000034.1_98190388_98857961_0	HG01358#1#JAGYZB010000020.1_27445742_27855492_1	667573	409750	409493	0.61317	508.269
HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	HG02723#2#JAHEOT010000034.1_19776337_20321518_1	501914	545181	443762	0.735518	399.463
HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	406939	406941	406869	0.999651	11.9164
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	406914	690294	406834	0.589295	532.485
chr1_hg19_103998686_104406594_0	HG01109#2#JAHEOZ010000047.1_16671232_17151375_0	407908	480143	407381	0.847527	270.719
HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	406941	406914	406848	0.999609	12.6095
HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	HG02257#1#JAGYVI010000005.1_101835875_102242843_0	313660	406968	310679	0.757848	315.071
HG03486#2#JAHEOP010000248.1_2105565_2584784_1	HG01175#1#JAHAMA010000003.1_33204707_33808232_1	479219	603525	458586	0.734727	406.905
HG002#1#JAHKSE010000012.1_16776806_17183707_1	HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	406901	428435	378369	0.828001	280.353
HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1	HG02723#1#JAHEOU010000204.1_2102082_2414876_1	406979	312794	310824	0.760056	313.249
HG02647.hifiasm_filt_pat.fa:h1tg000015l_103709681_104023301_0	HG005#2#JAHEPN010000023.1_51542210_51950070_0	313620	407860	311616	0.760291	313.445
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	312759	312739	310677	0.986837	64.3739
HG02717#1#JAHAOS010000015.1_16660311_17067250_0	HG03098#2#JAHEPL010000003.1_93803759_94117426_0	406939	313667	310688	0.757927	315.008
HG03540#1#JAGYVY010000208.1_95187_596142_0	chr1_hg38_103456064_103863972_0	500955	407908	406469	0.809064	309.718
HG03540#2#JAGYVX010000148.1_1368955_1877115_0	HG02647.hifiasm_filt_pat.fa:h1tg000015l_103709681_104023301_0	508160	313620	311650	0.610923	445.511
HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	313668	393007	210492	0.424223	534.501
HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0	HG03098#1#JAHEPM010000059.1_16676208_17105596_0	502054	429388	386701	0.70988	397.542
HG02622#2#JAHAON010000012.1_51551779_52031001_0	HG01123#2#JAGYYY010000006.1_51579630_51892388_0	479222	312758	312474	0.651658	408.695
NA20129#2#JAHEPD010000155.1_90039_569275_0	HG02486#2#JAGYVL010000029.1_94163344_94570162_0	479236	406818	406520	0.84774	270.211
HG02717#2#JAHAOR010000006.1_19663827_20070693_1	HG01071#1#JAHBCF010000053.1_26607100_27108065_1	406866	500965	406679	0.811488	307.365
NA19240#1#JAHEOM010000047.1_30103390_30511199_1	HG02071.verkko_filt_mat.fa:haplotype1-0000041_103610513_104018399_0	407809	407886	407363	0.997627	31.1288
HG002.hifiasm_filt_mat.fa:h2tg000010l_40221609_40629467_1	HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	407858	501934	407469	0.811169	307.984
HG02622#1#JAHAOO010000002.1_16673678_17080663_0	HG03453#1#JAGYVW010000157.1_2105722_2585000_1	406985	479278	406186	0.846085	271.829
HG00438#2#JAHBCA010000012.1_51513023_51826723_0	HG00741#2#JAHALX010000013.1_51574319_51981226_0	313700	406907	310702	0.757985	314.965
HG02300.verkko_filt_mat.fa:haplotype1-0000028_144052837_144460586_1	chr1_hg19_103998686_104406594_0	407749	407908	407334	0.997578	31.4484
HG02071.verkko_filt_mat.fa:haplotype1-0000041_103610513_104018399_0	HG03579#1#JAGYVU010000029.1_91404_499180_0	407886	407776	407406	0.997918	29.1548
HG01952#2#JAHAMD010000045.1_4381722_4883708_1	HG02109#1#JAHEPG010000026.1_16673035_17080816_0	501986	407781	405643	0.804649	313.817
HG00741#2#JAHALX010000013.1_51574319_51981226_0	HG02818#2#JAHEOR010000010.1_31775319_32183091_1	406907	407772	404774	0.987482	71.631
HG03453#2#JAGYVV010000088.1_22597550_23005370_1	HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1	407820	501992	407674	0.811876	307.35
HG01109#2#JAHEOZ010000047.1_16671232_17151375_0	HG02055#2#JAHEPJ010000017.1_24870122_25298560_1	480143	428438	393402	0.763622	348.966
HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1	NA20129#2#JAHEPD010000155.1_90039_569275_0	378589	479236	373223	0.770164	333.735
HG02071.hifiasm_filt_pat.fa:h1tg000008l_103588591_104090646_0	HG02109#2#JAHEPF010000078.1_16678387_16991144_0	502055	312757	310762	0.61653	439.645
HG02148#2#JAHAMF010000050.1_19456870_19863761_1	HG03492#1#JAHEPI010000180.1_2103395_2543326_1	406891	439931	406771	0.924372	182.428
HG02630#1#JAHAOQ010000102.1_16672145_17079089_0	HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	406944	407779	404427	0.985696	76.6094
chr1_chm13_103304997_103901127_0	HG01243#1#JAHEOY010000013.1_90081_424495_0	596130	334414	332447	0.555841	515.412
HG02145#1#JAHKSG010000134.1_2102465_2647653_1	HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1	545188	406979	404419	0.73833	378.588
HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0	HG002.hifiasm_filt_mat.fa:h2tg000010l_40221609_40629467_1	428452	407858	376612	0.81926	288.246
HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	HG002#1#JAHKSE010000012.1_16776806_17183707_1	313681	406901	310724	0.758126	314.856
HG02080#2#JAHEOV010000017.1_16662177_17164189_0	HG02071.hifiasm_filt_mat.fa:h2tg000009l_103610644_104018525_0	502012	407881	407751	0.812023	307.231
HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	HG01258#1#JAGYYV010000004.1_56955948_57456952_1	312742	501004	312657	0.623955	434.088
HG03579#1#JAGYVU010000029.1_91404_499180_0	HG02300.verkko_filt_mat.fa:haplotype1-0000028_144052837_144460586_1	407776	407749	407383	0.99814	27.55
HG03486#1#JAHEOQ010000123.1_16677696_17085575_0	HG02717#1#JAHAOS010000015.1_16660311_17067250_0	407879	406939	404411	0.98539	77.4338
HG02055#2#JAHEPJ010000017.1_24870122_25298560_1	HG02630#2#JAHAOP010000089.1_16669255_17076135_0	428438	406880	377923	0.826251	281.908
HG01175#1#JAHAMA010000003.1_33204707_33808232_1	HG02818#1#JAHEOS010000101.1_89626_496613_0	603525	406987	399764	0.654548	459.33
HG03927.hifiasm_filt_mat.fa:h2tg000005l_102886351_103294201_0	HG02572#2#JAHAOV010000024.1_4460979_4890404_1	407850	429425	377618	0.821521	286.425
HG02809.hifiasm_filt_pat.fa:h1tg000007l_103415673_103822536_0	HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	406863	312742	312408	0.767216	307.878
HG03098#2#JAHEPL010000003.1_93803759_94117426_0	HG01952#2#JAHAMD010000045.1_4381722_4883708_1	313667	501986	313353	0.623836	434.68
HG02559#2#JAGYVJ010000037.1_52167780_52574597_1	HG002#2#JAHKSD010000021.1_102757493_103165350_0	406817	407857	404637	0.98683	73.4847
HG00621#1#JAHBCD010000034.1_2122997_2624098_1	HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0	501101	502054	500969	0.997577	34.8855
HG01928#1#JAGYVQ010000195.1_211_358290_0	HG02145#2#JAHKSF010000206.1_1005292_1413195_1	358079	407903	193388	0.33774	615.797
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG02148#1#JAHAMG010000059.1_19799474_20206456_1	407792	406982	404723	0.987006	72.9932
HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	406900	407779	404871	0.987953	70.2638
HG02723#2#JAHEOT010000034.1_19776337_20321518_1	HG02886#2#JAHAOT010000031.1_87393_401061_0	545181	313668	311660	0.569566	485.313
HG01106#2#JAHAMB010000008.1_19904771_20405763_1	HG02071.hifiasm_filt_pat.fa:h1tg000008l_103588591_104090646_0	500992	502055	500737	0.996868	39.6611
HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	NA18906#2#JAHEON010000009.1_93748295_94249275_0	407779	500980	404806	0.803261	314.876
HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	HG02559#1#JAGYVK010000012.1_51505852_51913611_0	313619	407759	311671	0.760717	313.107
HG02109#2#JAHEPF010000078.1_16678387_16991144_0	HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1	312757	501926	310814	0.616855	439.38
HG02080#1#JAHEOW010000048.1_16689583_17097287_0	HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	407704	406850	404783	0.987827	70.6258
HG01243#1#JAHEOY010000013.1_90081_424495_0	HG03486#2#JAHEOP010000248.1_2105565_2584784_1	334414	479219	334157	0.696921	381.207
chr1_hg38_103456064_103863972_0	HG02809.hifiasm_filt_pat.fa:h1tg000007l_103415673_103822536_0	407908	406863	404690	0.986854	73.4234
HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	HG00621#2#JAHBCC010000031.1_16669999_17077865_0	312739	407866	312606	0.766193	308.858
HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	HG03516#1#JAGYYT010000012.1_24170958_24578778_1	365599	407820	271171	0.539915	480.705
HG03927.verkko_filt_mat.fa:haplotype1-0000009_134765170_135173010_1	HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	407840	603771	398704	0.650513	462.821
HG01123#2#JAGYYY010000006.1_51579630_51892388_0	HG03579#2#JAGYVT010000094.1_51581892_51895531_0	312758	313639	312455	0.995263	38.5616
HG01109#1#JAHEPA010000099.1_2104245_2511104_1	HG01928#1#JAGYVQ010000195.1_211_358290_0	406859	358079	193679	0.339039	614.475
HG03516#2#JAGYYS010000004.1_24452130_24859892_1	HG00438#2#JAHBCA010000012.1_51513023_51826723_0	407762	313700	313345	0.767782	307.851
HG002#2#JAHKSD010000021.1_102757493_103165350_0	HG03927.verkko_filt_mat.fa:haplotype1-0000009_134765170_135173010_1	407857	407840	407470	0.998146	27.5136
HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	690294	407748	407447	0.589994	532.117
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG03492#2#JAHEPH010000288.1_2098270_2432686_1	501981	334416	332396	0.659515	414.252
HG01952#1#JAHAME010000077.1_16663592_16976329_0	HG03516#2#JAGYYS010000004.1_24452130_24859892_1	312737	407762	310774	0.758494	314.565
HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	HG02080#2#JAHEOV010000017.1_16662177_17164189_0	313669	502012	313435	0.624067	434.524
HG01358#2#JAGYZA010000086.1_556_316498_0	HG04228.verkko_filt_pat.fa:haplotype2-0000600_103806749_104119491_0	315942	312742	165151	0.356287	546.244
HG03516#1#JAGYYT010000012.1_24170958_24578778_1	HG03486#1#JAHEOQ010000123.1_16677696_17085575_0	407820	407879	407439	0.997989	28.6531
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG00735#2#JAHBCG010000068.1_4729205_5042887_0	501004	313682	310764	0.616691	439.497
HG01071#1#JAHBCF010000053.1_26607100_27108065_1	HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1	500965	378589	373398	0.737713	364.36
HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	501956	313660	313584	0.62463	434.106
HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	HG01106#2#JAHAMB010000008.1_19904771_20405763_1	393007	500992	374487	0.720844	380.821
HG03453#1#JAGYVW010000157.1_2105722_2585000_1	HG03453#2#JAGYVV010000088.1_22597550_23005370_1	479278	407820	404715	0.838991	278.69
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG02080#1#JAHEOW010000048.1_16689583_17097287_0	409750	407704	398529	0.951313	142.815
HG00735#2#JAHBCG010000068.1_4729205_5042887_0	HG01978#2#JAGYVR010000007.1_51532241_51939176_0	313682	406935	312671	0.766452	308.666
HG02886#2#JAHAOT010000031.1_87393_401061_0	HG03927.hifiasm_filt_mat.fa:h2tg000005l_102886351_103294201_0	313668	407850	313558	0.7686	307.249
HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1	NA19240#1#JAHEOM010000047.1_30103390_30511199_1	501992	407809	407452	0.811093	308.054
HG02572#1#JAHAOW010000072.1_9428131_9835964_0	HG02300.hifiasm_filt_pat.fa:h1tg000019l_103804174_104211156_0	407833	406982	406771	0.99688	35.6791
HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	HG02886#1#JAHAOU010000178.1_62411_469262_0	406850	406851	406570	0.998622	23.6854
NA19240#2#JAHEOL010000010.1_37445323_37853017_0	HG02622#1#JAHAOO010000002.1_16673678_17080663_0	407694	406985	404377	0.985559	76.974
HG00673#2#JAHBBY010000109.1_16675383_17177395_0	HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	502012	365599	365442	0.727727	369.766
HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	501914	406861	404849	0.80339	314.765
HG01361#2#JAGYYW010000015.1_51517456_51831163_0	HG00438#1#JAHBCB010000015.1_33474867_33954171_0	313707	479304	312631	0.650799	409.572
HG02572#2#JAHAOV010000024.1_4460979_4890404_1	HG01891#1#JAGYVO010000014.1_22855818_23168577_1	429425	312759	312506	0.727303	342.304
HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	501934	313681	313412	0.624074	434.501
HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	406941	501956	406840	0.810346	308.573
HG02145#2#JAHKSF010000206.1_1005292_1413195_1	HG01109#1#JAHEPA010000099.1_2104245_2511104_1	407903	406859	406240	0.994414	47.7703
HG02818#2#JAHEOR010000010.1_31775319_32183091_1	HG03540#1#JAGYVY010000208.1_95187_596142_0	407772	500955	406803	0.810487	308.417
HG02257#1#JAGYVI010000005.1_101835875_102242843_0	HG01106#1#JAHAMC010000004.1_31121050_31623013_0	406968	501963	404525	0.801983	316.04
HG01978#2#JAGYVR010000007.1_51532241_51939176_0	HG01358#1#JAGYZB010000020.1_27445742_27855492_1	406935	409750	398508	0.952965	140.246
HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1	HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	406979	406941	406722	0.998831	21.8174
HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1	HG02723#2#JAHEOT010000034.1_19776337_20321518_1	501926	545181	443735	0.735425	399.546
HG02717#1#JAHAOS010000015.1_16660311_17067250_0	HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	406939	690294	404467	0.583844	536.935
HG03579#2#JAGYVT010000094.1_51581892_51895531_0	HG01109#2#JAHEOZ010000047.1_16671232_17151375_0	313639	480143	311693	0.646547	412.791
HG02071.hifiasm_filt_mat.fa:h2tg000009l_103610644_104018525_0	HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	407881	406914	406762	0.996885	35.6511
HG02486#2#JAGYVL010000029.1_94163344_94570162_0	HG02257#1#JAGYVI010000005.1_101835875_102242843_0	406818	406968	406092	0.996071	40.025
HG01175#2#JAHALZ010000031.1_43072077_43478977_1	HG01175#1#JAHAMA010000003.1_33204707_33808232_1	406900	603525	398236	0.650512	462.551
HG02622#2#JAHAON010000012.1_51551779_52031001_0	HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	479222	428435	395162	0.771055	342.539
HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	HG02723#1#JAHEOU010000204.1_2102082_2414876_1	407857	312794	310813	0.75838	314.682
HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	HG005#2#JAHEPN010000023.1_51542210_51950070_0	501072	407860	406837	0.810279	308.639
HG02717#2#JAHAOR010000006.1_19663827_20070693_1	HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	406866	312739	310755	0.760071	313.201
HG02559#1#JAGYVK010000012.1_51505852_51913611_0	HG03098#2#JAHEPL010000003.1_93803759_94117426_0	407759	313667	313650	0.769172	306.8
HG005#2#JAHEPN010000023.1_51542210_51950070_0	chr1_hg38_103456064_103863972_0	407860	407908	407724	0.999216	17.8885
HG02622#1#JAHAOO010000002.1_16673678_17080663_0	HG02647.hifiasm_filt_pat.fa:h1tg000015l_103709681_104023301_0	406985	313620	312481	0.765652	309.262
HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	HG03098#1#JAHEPM010000059.1_16676208_17105596_0	603771	429388	381384	0.585147	519.991
HG02300.verkko_filt_mat.fa:haplotype1-0000028_144052837_144460586_1	HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	407749	393007	298348	0.593836	451.73
HG00438#1#JAHBCB010000015.1_33474867_33954171_0	HG01123#2#JAGYYY010000006.1_51579630_51892388_0	479304	312758	310756	0.645652	412.977
HG03492#2#JAHEPH010000288.1_2098270_2432686_1	HG02486#2#JAGYVL010000029.1_94163344_94570162_0	334416	406818	334169	0.820923	269.993
HG02818#1#JAHEOS010000101.1_89626_496613_0	HG01071#1#JAHBCF010000053.1_26607100_27108065_1	406987	500965	406251	0.809747	308.95
HG00741#2#JAHALX010000013.1_51574319_51981226_0	HG02071.verkko_filt_mat.fa:haplotype1-0000041_103610513_104018399_0	406907	407886	404725	0.98697	73.0958
HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1	HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	378589	501934	371598	0.730163	370.577
HG02109#1#JAHEPG010000026.1_16673035_17080816_0	HG03453#1#JAGYVW010000157.1_2105722_2585000_1	407781	479278	406504	0.845905	272.123
HG00735#1#JAHBCH010000004.1_101548252_101956125_0	HG00741#2#JAHALX010000013.1_51574319_51981226_0	407873	406907	404740	0.987074	72.8011
HG02293.verkko_filt_mat.fa:haplotype1-0000039_30204405_30517145_1	chr1_hg19_103998686_104406594_0	312740	407908	312547	0.765857	309.118
HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	HG03579#1#JAGYVU010000029.1_91404_499180_0	690269	407776	407428	0.589948	532.155
HG00621#2#JAHBCC010000031.1_16669999_17077865_0	HG02109#1#JAHEPG010000026.1_16673035_17080816_0	407866	407781	405700	0.98964	65.169
HG02486#1#JAGYVM010000007.1_28868414_29370339_1	HG02818#2#JAHEOR010000010.1_31775319_32183091_1	501925	407772	405840	0.805467	313.077
HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1	313681	501992	313388	0.623925	434.623
HG03098#1#JAHEPM010000059.1_16676208_17105596_0	HG02055#2#JAHEPJ010000017.1_24870122_25298560_1	429388	428438	428263	0.996974	36.0555
HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	NA20129#2#JAHEPD010000155.1_90039_569275_0	406861	479236	406583	0.847906	270.057
HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	HG02109#2#JAHEPF010000078.1_16678387_16991144_0	407748	312757	310768	0.758457	314.593
HG01106#1#JAHAMC010000004.1_31121050_31623013_0	HG03492#1#JAHEPI010000180.1_2103395_2543326_1	501963	439931	430075	0.840287	285.909
HG03486#1#JAHEOQ010000123.1_16677696_17085575_0	HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	407879	407779	407373	0.997766	30.1993
HG02148#1#JAHAMG010000059.1_19799474_20206456_1	HG01243#1#JAHEOY010000013.1_90081_424495_0	406982	334414	332381	0.812638	276.828
